transaction_id,customer_segment,product_category,region,order_value,quantity,date,customer_age,is_repeat_customer
362,Premium,Clothing,South,111.86,4,2023-01-12,53,True
363,Regular,Electronics,South,765.82,5,2023-01-25,30,True
364,Premium,Clothing,East,118.92,3,2023-06-07,48,True
365,Regular,Home,North,54.8,5,2023-08-31,41,True
366,Regular,Sports,West,67.65,2,2023-11-13,56,True
367,New,Books,East,5.51,2,2023-05-01,48,True
368,Regular,Books,East,83.8,2,2023-10-08,39,False
369,Regular,Sports,South,49.66,2,2023-12-23,46,True
370,Premium,Books,West,83.93,4,2023-05-27,28,True
371,Premium,Books,West,445.27,2,2023-04-27,50,True
372,Regular,Sports,East,178.87,7,2023-06-30,16,False
373,Regular,Clothing,North,209.37,3,2023-03-28,48,False
374,Regular,Clothing,West,58.36,2,2023-07-09,38,False
375,Regular,Clothing,North,104.06,1,2023-02-15,42,True
376,Premium,Clothing,West,110.89,2,2023-08-09,41,False
377,Regular,Books,South,86.0,2,2023-05-14,38,True
378,New,Clothing,West,74.15,2,2023-08-15,39,False
379,Premium,Electronics,North,184.61,2,2023-09-04,24,True
380,Regular,Clothing,West,109.36,2,2023-01-21,51,True
381,Regular,Books,West,88.0,4,2023-10-01,24,True
382,New,Sports,North,27.06,4,2023-11-06,39,False
383,Regular,Electronics,East,371.06,4,2023-05-24,57,True
384,Premium,Books,North,221.63,5,2023-12-22,46,False
385,Regular,Books,West,101.29,2,2023-10-03,30,True
386,Regular,Books,East,15.83,2,2023-12-24,57,True
387,Regular,Home,South,121.5,1,2023-05-16,54,True
388,Premium,Electronics,South,1488.95,2,2023-08-17,22,True
389,Regular,Sports,East,43.08,1,2023-08-18,11,True
390,Regular,Sports,East,34.17,3,2023-06-08,30,True
391,Regular,Electronics,South,168.75,3,2023-09-26,25,False
392,Regular,Electronics,East,162.57,2,2023-03-23,31,True
393,Premium,Books,East,309.62,4,2023-12-13,40,True
394,New,Electronics,West,174.27,3,2023-09-20,36,True
395,Regular,Home,West,162.45,4,2023-04-08,33,True
396,Regular,Home,North,97.73,3,2023-09-24,34,True
397,Regular,Electronics,North,140.16,2,2023-02-26,40,False
398,Regular,Sports,East,113.23,6,2023-05-22,27,True
399,New,Home,East,280.23,4,2023-04-14,39,True
400,Regular,Books,East,26.35,2,2023-12-25,55,True
401,New,Sports,West,110.41,1,2023-07-15,48,True
402,Regular,Electronics,South,335.31,3,2023-08-16,36,True
403,Premium,Books,North,48.34,4,2023-10-14,49,True
404,Premium,Sports,North,134.77,2,2023-10-27,44,True
405,Regular,Home,South,29.2,2,2023-01-31,50,True
406,New,Clothing,West,81.21,2,2023-03-28,40,True
407,Regular,Electronics,West,228.78,2,2023-11-22,32,True
408,Premium,Home,South,440.46,3,2023-08-27,44,True
409,Premium,Books,South,547.63,8,2023-04-27,51,False
410,New,Home,South,71.98,3,2023-12-10,67,False
411,Regular,Electronics,East,93.67,3,2023-05-05,41,True
412,Premium,Electronics,West,283.42,2,2023-08-09,49,True
413,Regular,Electronics,East,274.62,4,2023-11-10,36,True
414,Regular,Books,North,33.78,5,2023-04-23,25,True
415,Regular,Clothing,South,81.19,4,2023-08-26,27,False
416,New,Clothing,South,25.59,2,2023-10-11,46,True
417,Regular,Home,South,240.17,3,2023-05-17,20,True
418,New,Electronics,East,167.47,5,2023-03-14,55,True
419,Regular,Electronics,East,294.44,2,2023-12-03,25,True
420,Regular,Books,East,20.57,4,2023-08-25,49,True
421,New,Books,North,79.91,1,2023-06-24,37,True
422,New,Books,South,38.72,2,2023-04-11,36,False
423,Premium,Home,East,1281.46,1,2023-05-03,39,True
424,Regular,Books,East,100.85,5,2023-05-04,37,False
425,Premium,Home,South,187.02,4,2023-08-22,12,True
426,Regular,Sports,West,146.05,1,2023-04-04,34,True
427,New,Books,North,100.98,4,2023-08-28,44,False
428,Premium,Electronics,West,210.26,2,2023-10-26,43,False
429,Regular,Home,South,67.55,1,2023-08-14,24,True
430,Regular,Sports,East,93.18,2,2023-01-14,51,False
431,Regular,Books,North,95.17,3,2023-12-30,51,True
432,New,Clothing,North,4.71,1,2023-01-09,48,True
433,Regular,Home,East,117.91,3,2023-07-15,19,True
434,Regular,Sports,East,8.56,6,2023-05-08,65,True
435,Regular,Clothing,West,103.2,6,2023-01-30,53,False
436,Regular,Home,South,386.73,8,2023-10-09,46,True
437,Regular,Clothing,South,22.74,4,2023-08-24,35,True
438,Regular,Books,North,38.4,4,2023-03-25,11,True
439,Regular,Books,North,32.98,5,2023-12-06,43,False
440,Premium,Books,North,892.75,2,2023-10-23,30,True
441,Premium,Clothing,North,217.49,2,2023-12-22,34,True
442,Premium,Sports,South,167.1,4,2023-02-25,15,True
443,Regular,Clothing,West,24.36,5,2023-09-26,25,False
444,Premium,Home,South,148.37,6,2023-09-29,53,True
445,Regular,Sports,South,33.89,1,2023-06-30,52,True
446,New,Clothing,South,67.69,6,2023-06-14,49,True
447,Premium,Electronics,North,1321.61,3,2023-12-03,33,True
448,Regular,Sports,South,10.82,2,2023-12-25,53,True
449,New,Electronics,North,318.09,2,2023-01-31,39,True
450,Regular,Sports,North,37.68,2,2023-06-28,48,True
451,New,Electronics,East,67.16,3,2023-02-03,71,False
452,Regular,Electronics,South,152.14,3,2023-06-01,26,True
453,New,Books,East,28.55,2,2023-05-21,11,True
454,New,Electronics,East,266.54,3,2023-03-19,58,True
455,Regular,Books,South,92.17,5,2023-11-19,25,True
456,Regular,Sports,East,157.04,5,2023-01-28,57,False
457,Regular,Sports,West,23.18,5,2023-09-08,32,True
458,Regular,Home,West,206.41,6,2023-01-22,35,True
459,Regular,Clothing,East,116.15,2,2023-04-26,20,True
460,Premium,Books,South,195.46,1,2023-01-04,21,True
461,Regular,Electronics,East,182.44,1,2023-02-19,52,True
462,Regular,Clothing,West,22.03,4,2023-08-24,31,True
463,Regular,Sports,South,302.75,1,2023-09-23,31,False
464,Regular,Books,North,111.88,4,2023-02-03,30,False
465,Premium,Home,North,17.08,3,2023-08-28,46,True
466,Premium,Home,South,374.23,4,2023-03-28,34,False
467,New,Electronics,North,222.44,2,2023-07-07,35,True
468,New,Sports,East,25.04,2,2023-03-08,57,True
469,Regular,Clothing,West,40.24,3,2023-08-02,52,False
470,Regular,Clothing,East,54.99,5,2023-01-31,37,True
471,Regular,Electronics,North,121.95,2,2023-04-21,48,True
472,Regular,Home,North,181.81,4,2023-05-05,37,False
473,Regular,Clothing,North,371.58,2,2023-05-01,41,True
474,Premium,Electronics,East,1169.28,5,2023-11-01,54,False
475,Premium,Books,East,322.52,2,2023-07-26,45,True
476,Regular,Clothing,North,87.11,3,2023-12-02,53,False
477,Premium,Electronics,South,542.93,4,2023-12-13,37,True
478,New,Electronics,South,49.91,3,2023-03-14,54,True
479,New,Home,West,71.98,4,2023-12-14,19,False
480,Regular,Home,West,215.52,3,2023-07-14,41,False
481,Regular,Clothing,East,67.24,2,2023-01-27,27,False
482,Premium,Books,South,96.42,2,2023-08-31,42,True
483,New,Books,East,72.1,2,2023-04-26,30,True
484,New,Clothing,North,27.78,5,2023-08-28,45,False
485,New,Clothing,West,61.15,3,2023-06-16,41,True
486,Regular,Home,East,130.69,5,2023-09-05,31,True
487,Regular,Sports,East,38.9,6,2023-10-26,58,True
